
 LIST CONSTRAINTS FOR SELECTED NODES         1 TO  2029626 BY        1
 CURRENTLY SELECTED DOF SET= UX   UY   UZ   ROTX ROTY ROTZ

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.408

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78739  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.431

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78741  ROTY   0.00000000      0.00000000    
     78743  ROTY   0.00000000      0.00000000    
     78745  ROTY   0.00000000      0.00000000    
     78747  ROTY   0.00000000      0.00000000    
     78749  ROTY   0.00000000      0.00000000    
     78751  ROTY   0.00000000      0.00000000    
     78753  ROTY   0.00000000      0.00000000    
     78755  ROTY   0.00000000      0.00000000    
     78757  ROTY   0.00000000      0.00000000    
     78759  ROTY   0.00000000      0.00000000    
     78761  ROTY   0.00000000      0.00000000    
     78763  ROTY   0.00000000      0.00000000    
     78765  ROTY   0.00000000      0.00000000    
     78767  ROTY   0.00000000      0.00000000    
     78769  ROTY   0.00000000      0.00000000    
     78771  ROTY   0.00000000      0.00000000    
     78773  ROTY   0.00000000      0.00000000    
     78775  ROTY   0.00000000      0.00000000    
     78777  ROTY   0.00000000      0.00000000    
     78779  ROTY   0.00000000      0.00000000    
     78781  ROTY   0.00000000      0.00000000    
     78783  ROTY   0.00000000      0.00000000    
     78785  ROTY   0.00000000      0.00000000    
     78787  ROTY   0.00000000      0.00000000    
     78789  ROTY   0.00000000      0.00000000    
     78791  ROTY   0.00000000      0.00000000    
     78793  ROTY   0.00000000      0.00000000    
     78795  ROTY   0.00000000      0.00000000    
     78797  ROTY   0.00000000      0.00000000    
     78799  ROTY   0.00000000      0.00000000    
     78801  ROTY   0.00000000      0.00000000    
     78803  ROTY   0.00000000      0.00000000    
     78805  ROTY   0.00000000      0.00000000    
     78807  ROTY   0.00000000      0.00000000    
     78809  ROTY   0.00000000      0.00000000    
     78811  ROTY   0.00000000      0.00000000    
     78813  ROTY   0.00000000      0.00000000    
     78815  ROTY   0.00000000      0.00000000    
     78817  ROTY   0.00000000      0.00000000    
     78819  ROTY   0.00000000      0.00000000    
     78821  ROTY   0.00000000      0.00000000    
     78823  ROTY   0.00000000      0.00000000    
     78825  ROTY   0.00000000      0.00000000    
     78827  ROTY   0.00000000      0.00000000    
     78829  ROTY   0.00000000      0.00000000    
     78831  ROTY   0.00000000      0.00000000    
     78833  ROTY   0.00000000      0.00000000    
     78835  ROTY   0.00000000      0.00000000    
     78837  ROTY   0.00000000      0.00000000    
     78839  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.432

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78841  ROTY   0.00000000      0.00000000    
     78843  ROTY   0.00000000      0.00000000    
     78845  ROTY   0.00000000      0.00000000    
     78847  ROTY   0.00000000      0.00000000    
     78849  ROTY   0.00000000      0.00000000    
     78851  ROTY   0.00000000      0.00000000    
     78853  ROTY   0.00000000      0.00000000    
     78855  ROTY   0.00000000      0.00000000    
     78857  ROTY   0.00000000      0.00000000    
     78859  ROTY   0.00000000      0.00000000    
     78861  ROTY   0.00000000      0.00000000    
     78863  ROTY   0.00000000      0.00000000    
     78865  ROTY   0.00000000      0.00000000    
     78867  ROTY   0.00000000      0.00000000    
     78869  ROTY   0.00000000      0.00000000    
     78871  ROTY   0.00000000      0.00000000    
     78873  ROTY   0.00000000      0.00000000    
     78875  ROTY   0.00000000      0.00000000    
     78877  ROTY   0.00000000      0.00000000    
     78879  ROTY   0.00000000      0.00000000    
     78881  ROTY   0.00000000      0.00000000    
     78883  ROTY   0.00000000      0.00000000    
     78885  ROTY   0.00000000      0.00000000    
     78887  ROTY   0.00000000      0.00000000    
     78889  ROTY   0.00000000      0.00000000    
     78891  ROTY   0.00000000      0.00000000    
     78893  ROTY   0.00000000      0.00000000    
     78895  ROTY   0.00000000      0.00000000    
     78897  ROTY   0.00000000      0.00000000    
     78899  ROTY   0.00000000      0.00000000    
     78901  ROTY   0.00000000      0.00000000    
     78903  ROTY   0.00000000      0.00000000    
     78905  ROTY   0.00000000      0.00000000    
     78907  ROTY   0.00000000      0.00000000    
     78909  ROTY   0.00000000      0.00000000    
     78911  ROTY   0.00000000      0.00000000    
     78913  ROTY   0.00000000      0.00000000    
     78915  ROTY   0.00000000      0.00000000    
     78917  ROTY   0.00000000      0.00000000    
     78919  ROTY   0.00000000      0.00000000    
     78921  ROTY   0.00000000      0.00000000    
     78923  ROTY   0.00000000      0.00000000    
     78925  ROTY   0.00000000      0.00000000    
     78927  ROTY   0.00000000      0.00000000    
     78929  ROTY   0.00000000      0.00000000    
     78931  ROTY   0.00000000      0.00000000    
     78933  ROTY   0.00000000      0.00000000    
     78935  ROTY   0.00000000      0.00000000    
     78937  ROTY   0.00000000      0.00000000    
     78939  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.432

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78941  ROTY   0.00000000      0.00000000    
     78943  ROTY   0.00000000      0.00000000    
     78945  ROTY   0.00000000      0.00000000    
     78947  ROTY   0.00000000      0.00000000    
     78949  ROTY   0.00000000      0.00000000    
     78951  ROTY   0.00000000      0.00000000    
     78953  ROTY   0.00000000      0.00000000    
     78955  ROTY   0.00000000      0.00000000    
     78957  ROTY   0.00000000      0.00000000    
     78959  ROTY   0.00000000      0.00000000    
     78961  ROTY   0.00000000      0.00000000    
     78963  ROTY   0.00000000      0.00000000    
     78965  ROTY   0.00000000      0.00000000    
     78967  ROTY   0.00000000      0.00000000    
     78969  ROTY   0.00000000      0.00000000    
     78971  ROTY   0.00000000      0.00000000    
     78973  ROTY   0.00000000      0.00000000    
     78975  ROTY   0.00000000      0.00000000    
     78977  ROTY   0.00000000      0.00000000    
     78979  ROTY   0.00000000      0.00000000    
     78981  ROTY   0.00000000      0.00000000    
     78983  ROTY   0.00000000      0.00000000    
     78985  ROTY   0.00000000      0.00000000    
     78987  ROTY   0.00000000      0.00000000    
     78989  ROTY   0.00000000      0.00000000    
     78991  ROTY   0.00000000      0.00000000    
     78993  ROTY   0.00000000      0.00000000    
     78995  ROTY   0.00000000      0.00000000    
     78997  ROTY   0.00000000      0.00000000    
     78999  ROTY   0.00000000      0.00000000    
     79001  ROTY   0.00000000      0.00000000    
     79003  ROTY   0.00000000      0.00000000    
     79005  ROTY   0.00000000      0.00000000    
     79007  ROTY   0.00000000      0.00000000    
     79009  ROTY   0.00000000      0.00000000    
     79011  ROTY   0.00000000      0.00000000    
     79013  ROTY   0.00000000      0.00000000    
     79015  ROTY   0.00000000      0.00000000    
     79017  ROTY   0.00000000      0.00000000    
     79019  ROTY   0.00000000      0.00000000    
     79021  ROTY   0.00000000      0.00000000    
     79023  ROTY   0.00000000      0.00000000    
     79025  ROTY   0.00000000      0.00000000    
     79027  ROTY   0.00000000      0.00000000    
     79029  ROTY   0.00000000      0.00000000    
     79031  ROTY   0.00000000      0.00000000    
     79033  ROTY   0.00000000      0.00000000    
     79035  ROTY   0.00000000      0.00000000    
     79037  ROTY   0.00000000      0.00000000    
     79039  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.432

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     79041  ROTY   0.00000000      0.00000000    
     79043  ROTY   0.00000000      0.00000000    
     79045  ROTY   0.00000000      0.00000000    
     79047  ROTY   0.00000000      0.00000000    
     79049  ROTY   0.00000000      0.00000000    
     79051  ROTY   0.00000000      0.00000000    
     79053  ROTY   0.00000000      0.00000000    
     79055  ROTY   0.00000000      0.00000000    
     79057  ROTY   0.00000000      0.00000000    
     79059  ROTY   0.00000000      0.00000000    
     79061  ROTY   0.00000000      0.00000000    
     79063  ROTY   0.00000000      0.00000000    
     79065  ROTY   0.00000000      0.00000000    
     79067  ROTY   0.00000000      0.00000000    
     79069  ROTY   0.00000000      0.00000000    
     79071  ROTY   0.00000000      0.00000000    
     79073  ROTY   0.00000000      0.00000000    
     79075  ROTY   0.00000000      0.00000000    
     79077  ROTY   0.00000000      0.00000000    
     79079  ROTY   0.00000000      0.00000000    
     79081  ROTY   0.00000000      0.00000000    
     79083  ROTY   0.00000000      0.00000000    
     79085  ROTY   0.00000000      0.00000000    
     79087  ROTY   0.00000000      0.00000000    
     79089  ROTY   0.00000000      0.00000000    
     79091  ROTY   0.00000000      0.00000000    
     79093  ROTY   0.00000000      0.00000000    
     79095  ROTY   0.00000000      0.00000000    
     79097  ROTY   0.00000000      0.00000000    
     79099  ROTY   0.00000000      0.00000000    
     79101  ROTY   0.00000000      0.00000000    
     79103  ROTY   0.00000000      0.00000000    
     79105  ROTY   0.00000000      0.00000000    
     79107  ROTY   0.00000000      0.00000000    
     79109  ROTY   0.00000000      0.00000000    
     79111  ROTY   0.00000000      0.00000000    
     79113  ROTY   0.00000000      0.00000000    
     79115  ROTY   0.00000000      0.00000000    
     79117  ROTY   0.00000000      0.00000000    
     79119  ROTY   0.00000000      0.00000000    
     79121  ROTY   0.00000000      0.00000000    
     79123  ROTY   0.00000000      0.00000000    
     79125  ROTY   0.00000000      0.00000000    
     79127  ROTY   0.00000000      0.00000000    
     79129  ROTY   0.00000000      0.00000000    
     79131  ROTY   0.00000000      0.00000000    
     79133  ROTY   0.00000000      0.00000000    
     79135  ROTY   0.00000000      0.00000000    
     79137  ROTY   0.00000000      0.00000000    
     79139  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.432

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     79141  ROTY   0.00000000      0.00000000    
     79143  ROTY   0.00000000      0.00000000    
     79145  ROTY   0.00000000      0.00000000    
     79147  ROTY   0.00000000      0.00000000    
     79149  ROTY   0.00000000      0.00000000    
     79151  ROTY   0.00000000      0.00000000    
     79153  ROTY   0.00000000      0.00000000    
     79155  ROTY   0.00000000      0.00000000    
     79157  ROTY   0.00000000      0.00000000    
     79159  ROTY   0.00000000      0.00000000    
     79161  ROTY   0.00000000      0.00000000    
     79163  ROTY   0.00000000      0.00000000    
     79165  ROTY   0.00000000      0.00000000    
     79167  ROTY   0.00000000      0.00000000    
     79169  ROTY   0.00000000      0.00000000    
     79171  ROTY   0.00000000      0.00000000    
     79173  ROTY   0.00000000      0.00000000    
     79175  ROTY   0.00000000      0.00000000    
     79177  ROTY   0.00000000      0.00000000    
     79179  ROTY   0.00000000      0.00000000    
     79181  ROTY   0.00000000      0.00000000    
     79183  ROTY   0.00000000      0.00000000    
     79185  ROTY   0.00000000      0.00000000    
     79187  ROTY   0.00000000      0.00000000    
     79189  ROTY   0.00000000      0.00000000    
     79191  ROTY   0.00000000      0.00000000    
     79193  ROTY   0.00000000      0.00000000    
     79195  ROTY   0.00000000      0.00000000    
     79197  ROTY   0.00000000      0.00000000    
     79199  ROTY   0.00000000      0.00000000    
     79201  ROTY   0.00000000      0.00000000    
     79203  ROTY   0.00000000      0.00000000    
     79205  ROTY   0.00000000      0.00000000    
     79207  ROTY   0.00000000      0.00000000    
     79209  ROTY   0.00000000      0.00000000    
     79211  ROTY   0.00000000      0.00000000    
     79213  ROTY   0.00000000      0.00000000    
     79215  ROTY   0.00000000      0.00000000    
     79217  ROTY   0.00000000      0.00000000    
     79219  ROTY   0.00000000      0.00000000    
     79221  ROTY   0.00000000      0.00000000    
     79223  ROTY   0.00000000      0.00000000    
     79225  ROTY   0.00000000      0.00000000    
     79227  ROTY   0.00000000      0.00000000    
     79229  ROTY   0.00000000      0.00000000    
     79231  ROTY   0.00000000      0.00000000    
     79233  ROTY   0.00000000      0.00000000    
     79235  ROTY   0.00000000      0.00000000    
     79237  ROTY   0.00000000      0.00000000    
     79239  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.432
